N,Optimal/Feasible,Time,Risk,Marginal
61,Optimal,13.86,5400,=D62 - D61
62,Optimal,26.02,5580,=D63 - D62
63,Optimal,34.34,5940,=D64 - D63
64,Optimal,41.91,6300,=D65 - D64
65,Optimal,37.91,6660,=D66 - D65
66,Optimal,56.97,7020,=D67 - D66
67,Optimal,23.75,7380,=D68 - D67
68,Optimal,24.92,7740,=D69 - D68
69,Optimal,26.22,8100,=D70 - D69
70,Optimal,19.81,8460,=D71 - D70
71,Optimal,20.00,8820,=D72 - D71
72,Optimal,24.67,9180,=D73 - D72
73,Optimal,20.47,9540,=D74 - D73
74,Optimal,30.08,9900,=D75 - D74
75,Optimal,26.23,10260,=D76 - D75
76,Optimal,26.02,10620,=D77 - D76
77,Optimal,21.45,10980,=D78 - D77
78,Optimal,8.67,11340,=D79 - D78
79,Optimal,10.64,11880,=D80 - D79
80,Optimal,13.89,12420,=D81 - D80
81,Optimal,12.28,12960,=D82 - D81
82,Optimal,10.97,13500,=D83 - D82
83,Optimal,12.09,14040,=D84 - D83
84,Optimal,12.53,14580,=D85 - D84
85,Optimal,16.06,15120,=D86 - D85
86,Optimal,17.00,15660,=D87 - D86
87,Optimal,14.88,16200,=D88 - D87
88,Optimal,15.13,16740,=D89 - D88
89,Optimal,12.23,17280,=D90 - D89
90,Optimal,14.27,17820,=D91 - D90
91,Optimal,9.61,18360,=D92 - D91
92,Optimal,6.50,18900,=D93 - D92
93,Optimal,6.52,19440,=D94 - D93
94,Optimal,8.13,20160,=D95 - D94
95,Optimal,8.20,20880,=D96 - D95
96,Optimal,11.13,21780,=D97 - D96
97,Optimal,11.97,22680,=D98 - D97
98,Optimal,17.91,23580,=D99 - D98
99,Optimal,12.67,24480,=D100 - D99
100,Optimal,13.55,25560,=D101 - D100
101,Optimal,18.27,26640,=D102 - D101
102,Optimal,25.30,27720,=D103 - D102
103,Optimal,21.11,28800,=D104 - D103
104,Optimal,24.08,29880,=D105 - D104
105,Optimal,29.16,30960,=D106 - D105
106,Optimal,29.66,32040,=D107 - D106
107,Optimal,28.03,33120,=D108 - D107
108,Optimal,29.38,34200,=D109 - D108
109,Optimal,28.39,35280,=D110 - D109
110,Optimal,34.63,36360,=D111 - D110
111,Optimal,34.50,37440,=D112 - D111
112,Optimal,35.45,38520,=D113 - D112
113,Optimal,29.23,39600,=D114 - D113
114,Optimal,31.19,40680,=D115 - D114
115,Optimal,26.22,41760,=D116 - D115
116,Optimal,27.97,42840,=D117 - D116
117,Optimal,33.34,43920,=D118 - D117
118,Optimal,29.66,45000,=D119 - D118
119,Optimal,25.55,46080,=D120 - D119
120,Optimal,31.69,47160,=D121 - D120
121,Optimal,34.70,48240,=D122 - D121
122,Optimal,23.67,49320,=D123 - D122
123,Optimal,21.78,50400,=D124 - D123
124,Optimal,27.47,51660,=D125 - D124
125,Optimal,23.69,52920,=D126 - D125
126,Optimal,19.89,54180,=D127 - D126
127,Optimal,15.56,55440,=D128 - D127
128,Optimal,14.14,56700,=D129 - D128
129,Optimal,15.14,57960,=D130 - D129
130,Optimal,13.03,59220,=D131 - D130
131,Optimal,14.52,60480,=D132 - D131
132,Optimal,15.88,61740,=D133 - D132
133,Optimal,14.05,63000,=D134 - D133
134,Optimal,14.25,64260,=D135 - D134
135,Optimal,13.89,65520,=D136 - D135
136,Optimal,12.48,66780,=D137 - D136
137,Optimal,12.52,68040,=D138 - D137
138,Optimal,11.58,69300,=D139 - D138
139,Optimal,13.75,70560,=D140 - D139
140,Optimal,9.59,71820,=D141 - D140
141,Optimal,10.13,73080,=D142 - D141
142,Optimal,4.36,74340,=D143 - D142
143,Optimal,1.98,75600,=D144 - D143
144,Optimal,5.69,76860,=D145 - D144
145,Optimal,1.20,78300,=D146 - D145
146,Optimal,1.44,79920,=D147 - D146
147,Optimal,1.48,81720,=D148 - D147
148,Optimal,3.19,83520,=D149 - D148
149,Optimal,4.75,85320,=D150 - D149
150,Optimal,1.92,87120,=D151 - D150
151,Optimal,2.69,88920,=D152 - D151
152,Optimal,1.95,90720,=D153 - D152
153,Optimal,1.30,92520,=D154 - D153
154,Optimal,8.89,94320,=D155 - D154
155,Optimal,6.88,96120,=D156 - D155
156,Optimal,3.56,97920,=D157 - D156
157,Optimal,0.27,99720,=D158 - D157
158,Optimal,0.84,101700,=D159 - D158
159,Optimal,0.39,103680,=D160 - D159
160,Optimal,0.55,105660,=D161 - D160
161,Optimal,0.36,107640,=D162 - D161
162,Optimal,0.06,109620,=D163 - D162
163,Optimal,0.11,111600,=D164 - D163
164,Optimal,0.08,113580,=D165 - D164
165,Optimal,0.06,115560,=D166 - D165
166,Optimal,0.05,117540,=D167 - D166
167,Optimal,0.11,119520,=D168 - D167
168,Optimal,0.02,121500,=D169 - D168
