N,Optimal/Feasible,Time,Risk,Marginal
139,Optimal,0.11,66060,=D140 - D139
140,Optimal,0.11,67680,=D141 - D140
141,Optimal,0.13,69300,=D142 - D141
142,Optimal,0.13,70920,=D143 - D142
143,Optimal,0.11,72540,=D144 - D143
144,Optimal,0.13,74160,=D145 - D144
145,Optimal,0.08,75780,=D146 - D145
146,Optimal,0.08,77400,=D147 - D146
147,Optimal,0.09,79020,=D148 - D147
148,Optimal,0.13,80640,=D149 - D148
149,Optimal,0.08,82260,=D150 - D149
150,Optimal,0.11,84060,=D151 - D150
151,Optimal,0.06,85860,=D152 - D151
152,Optimal,0.06,87660,=D153 - D152
153,Optimal,0.08,89640,=D154 - D153
154,Optimal,0.08,91620,=D155 - D154
155,Optimal,0.05,93600,=D156 - D155
156,Optimal,0.11,95580,=D157 - D156
157,Optimal,0.09,97560,=D158 - D157
158,Optimal,0.03,99540,=D159 - D158
159,Optimal,0.05,101520,=D160 - D159
160,Optimal,0.05,103500,=D161 - D160
161,Optimal,0.05,105480,=D162 - D161
162,Optimal,0.11,107460,=D163 - D162
163,Optimal,0.02,109440,=D164 - D163
