N,Optimal/Feasible,Time,Risk,Marginal
177,Optimal,3.30,24076,=D178 - D177
178,Optimal,5.42,24438,=D179 - D178
179,Optimal,6.91,24800,=D180 - D179
180,Optimal,3.97,25162,=D181 - D180
181,Optimal,1.47,25524,=D182 - D181
182,Optimal,0.25,25894,=D183 - D182
183,Optimal,0.44,26264,=D184 - D183
184,Optimal,0.23,26634,=D185 - D184
185,Optimal,0.16,27004,=D186 - D185
186,Optimal,0.23,27374,=D187 - D186
187,Optimal,0.16,27744,=D188 - D187
188,Optimal,0.22,28114,=D189 - D188
189,Optimal,0.14,28484,=D190 - D189
190,Optimal,0.27,28854,=D191 - D190
191,Optimal,0.09,29224,=D192 - D191
192,Optimal,0.09,29594,=D193 - D192
193,Optimal,0.02,29964,=D194 - D193
