N,Optimal/Feasible,Time,Risk,Marginal
236,Optimal,14.88,25636,=D237 - D236
237,Optimal,13.05,25976,=D238 - D237
238,Optimal,14.28,26316,=D239 - D238
239,Optimal,12.03,26656,=D240 - D239
240,Optimal,11.98,26996,=D241 - D240
241,Optimal,8.83,27336,=D242 - D241
242,Optimal,7.58,27684,=D243 - D242
243,Optimal,9.13,28032,=D244 - D243
244,Optimal,10.36,28380,=D245 - D244
245,Optimal,6.50,28728,=D246 - D245
246,Optimal,7.61,29076,=D247 - D246
247,Optimal,8.11,29424,=D248 - D247
248,Optimal,6.55,29772,=D249 - D248
249,Optimal,6.13,30120,=D250 - D249
250,Optimal,7.05,30468,=D251 - D250
251,Optimal,8.27,30816,=D252 - D251
252,Optimal,6.33,31164,=D253 - D252
253,Optimal,6.88,31512,=D254 - D253
254,Optimal,5.14,31860,=D255 - D254
255,Optimal,1.81,32216,=D256 - D255
256,Optimal,1.55,32586,=D257 - D256
257,Optimal,2.27,32966,=D258 - D257
258,Optimal,3.20,33364,=D259 - D258
259,Optimal,2.97,33762,=D260 - D259
260,Optimal,3.22,34160,=D261 - D260
261,Optimal,2.05,34558,=D262 - D261
262,Optimal,2.72,34956,=D263 - D262
263,Optimal,2.66,35354,=D264 - D263
264,Optimal,4.14,35752,=D265 - D264
265,Optimal,4.80,36150,=D266 - D265
266,Optimal,5.42,36548,=D267 - D266
267,Optimal,4.58,36946,=D268 - D267
268,Optimal,0.39,37344,=D269 - D268
269,Optimal,0.42,37756,=D270 - D269
270,Optimal,0.39,38168,=D271 - D270
271,Optimal,0.64,38580,=D272 - D271
272,Optimal,0.27,38992,=D273 - D272
273,Optimal,0.39,39404,=D274 - D273
274,Optimal,0.33,39816,=D275 - D274
275,Optimal,0.41,40228,=D276 - D275
276,Optimal,0.27,40640,=D277 - D276
277,Optimal,0.25,41052,=D278 - D277
278,Optimal,0.22,41464,=D279 - D278
279,Optimal,0.20,41876,=D280 - D279
280,Optimal,0.20,42288,=D281 - D280
281,Optimal,0.05,42700,=D282 - D281
