N,Optimal/Feasible,Time,Risk,Marginal
67,Optimal,313.98,348,=D68 - D67
68,Optimal,203.13,376,=D69 - D68
69,Optimal,233.69,404,=D70 - D69
70,Optimal,336.28,432,=D71 - D70
71,Optimal,227.59,460,=D72 - D71
72,Optimal,329.63,488,=D73 - D72
73,Optimal,651.97,516,=D74 - D73
74,Optimal,301.48,544,=D75 - D74
75,Optimal,461.56,572,=D76 - D75
76,Optimal,529.72,600,=D77 - D76
77,Optimal,130.59,628,=D78 - D77
78,Optimal,297.41,656,=D79 - D78
79,Optimal,218.41,684,=D80 - D79
80,Optimal,210.11,712,=D81 - D80
81,Optimal,206.53,742,=D82 - D81
82,Optimal,267.66,772,=D83 - D82
83,Optimal,118.02,802,=D84 - D83
84,Optimal,148.08,832,=D85 - D84
85,Optimal,148.61,862,=D86 - D85
86,Optimal,115.81,894,=D87 - D86
87,Optimal,123.47,926,=D88 - D87
88,Optimal,99.89,958,=D89 - D88
89,Optimal,120.64,990,=D90 - D89
90,Optimal,100.53,1022,=D91 - D90
91,Optimal,98.66,1054,=D92 - D91
92,Optimal,115.77,1086,=D93 - D92
93,Optimal,110.67,1118,=D94 - D93
94,Optimal,67.05,1150,=D95 - D94
95,Optimal,62.31,1182,=D96 - D95
96,Optimal,68.08,1214,=D97 - D96
97,Optimal,45.53,1274,=D98 - D97
98,Optimal,72.95,1330,=D99 - D98
99,Optimal,81.45,1382,=D100 - D99
100,Optimal,66.88,1432,=D101 - D100
101,Optimal,65.72,1488,=D102 - D101
102,Optimal,72.89,1546,=D103 - D102
103,Optimal,51.83,1604,=D104 - D103
104,Optimal,58.13,1664,=D105 - D104
105,Optimal,78.47,1724,=D106 - D105
106,Optimal,62.78,1784,=D107 - D106
107,Optimal,61.63,1844,=D108 - D107
108,Optimal,82.42,1904,=D109 - D108
109,Optimal,69.75,1964,=D110 - D109
110,Optimal,67.38,2024,=D111 - D110
111,Optimal,50.56,2084,=D112 - D111
112,Optimal,61.97,2144,=D113 - D112
113,Optimal,68.23,2204,=D114 - D113
114,Optimal,66.17,2264,=D115 - D114
115,Optimal,65.69,2326,=D116 - D115
116,Optimal,39.19,2388,=D117 - D116
117,Optimal,29.41,2460,=D118 - D117
118,Optimal,31.28,2550,=D119 - D118
119,Optimal,28.81,2640,=D120 - D119
120,Optimal,29.89,2730,=D121 - D120
121,Optimal,35.06,2892,=D122 - D121
122,Optimal,43.64,3054,=D123 - D122
123,Optimal,32.36,3224,=D124 - D123
124,Optimal,29.66,3394,=D125 - D124
125,Optimal,24.47,3580,=D126 - D125
126,Optimal,28.23,3774,=D127 - D126
127,Optimal,20.81,3978,=D128 - D127
128,Optimal,25.41,4182,=D129 - D128
129,Optimal,25.08,4406,=D130 - D129
130,Optimal,15.13,4610,=D131 - D130
131,Optimal,22.08,4886,=D132 - D131
132,Optimal,18.97,5162,=D133 - D132
133,Optimal,23.27,5454,=D134 - D133
134,Optimal,32.30,5746,=D135 - D134
135,Optimal,26.56,6038,=D136 - D135
136,Optimal,25.28,6330,=D137 - D136
137,Optimal,28.38,6622,=D138 - D137
138,Optimal,27.05,6914,=D139 - D138
139,Optimal,25.47,7206,=D140 - D139
140,Optimal,27.84,7498,=D141 - D140
141,Optimal,24.05,7790,=D142 - D141
142,Optimal,21.09,8082,=D143 - D142
143,Optimal,27.89,8374,=D144 - D143
144,Optimal,24.64,8666,=D145 - D144
145,Optimal,29.09,8958,=D146 - D145
146,Optimal,24.48,9250,=D147 - D146
147,Optimal,20.45,9542,=D148 - D147
148,Optimal,24.97,9834,=D149 - D148
149,Optimal,21.63,10126,=D150 - D149
150,Optimal,20.17,10418,=D151 - D150
151,Optimal,22.11,10710,=D152 - D151
152,Optimal,19.30,11002,=D153 - D152
153,Optimal,19.80,11300,=D154 - D153
154,Optimal,14.42,11598,=D155 - D154
155,Optimal,19.61,11920,=D156 - D155
156,Optimal,19.33,12242,=D157 - D156
157,Optimal,21.09,12564,=D158 - D157
158,Optimal,15.19,12886,=D159 - D158
159,Optimal,16.61,13208,=D160 - D159
160,Optimal,20.25,13530,=D161 - D160
161,Optimal,16.23,13852,=D162 - D161
162,Optimal,17.98,14174,=D163 - D162
163,Optimal,16.64,14496,=D164 - D163
164,Optimal,16.38,14818,=D165 - D164
165,Optimal,17.41,15140,=D166 - D165
166,Optimal,18.31,15462,=D167 - D166
167,Optimal,20.42,15784,=D168 - D167
168,Optimal,16.34,16106,=D169 - D168
169,Optimal,13.42,16428,=D170 - D169
170,Optimal,14.13,16750,=D171 - D170
171,Optimal,14.80,17072,=D172 - D171
172,Optimal,14.72,17394,=D173 - D172
173,Optimal,13.66,17716,=D174 - D173
174,Optimal,11.50,18038,=D175 - D174
175,Optimal,11.38,18360,=D176 - D175
176,Optimal,11.95,18682,=D177 - D176
177,Optimal,9.67,19004,=D178 - D177
178,Optimal,6.47,19326,=D179 - D178
179,Optimal,2.80,19650,=D180 - D179
180,Optimal,3.38,19982,=D181 - D180
181,Optimal,3.38,20330,=D182 - D181
182,Optimal,2.97,20678,=D183 - D182
183,Optimal,2.81,21026,=D184 - D183
184,Optimal,3.08,21374,=D185 - D184
185,Optimal,3.56,21722,=D186 - D185
186,Optimal,3.22,22070,=D187 - D186
187,Optimal,3.48,22418,=D188 - D187
188,Optimal,2.03,22766,=D189 - D188
189,Optimal,2.44,23114,=D190 - D189
190,Optimal,2.53,23462,=D191 - D190
191,Optimal,2.14,23818,=D192 - D191
192,Optimal,1.78,24174,=D193 - D192
193,Optimal,4.16,24530,=D194 - D193
194,Optimal,1.47,24886,=D195 - D194
195,Optimal,1.59,25242,=D196 - D195
196,Optimal,1.95,25598,=D197 - D196
197,Optimal,1.20,25954,=D198 - D197
198,Optimal,0.67,26310,=D199 - D198
199,Optimal,0.67,26666,=D200 - D199
200,Optimal,0.22,27022,=D201 - D200
201,Optimal,0.30,27402,=D202 - D201
202,Optimal,0.20,27814,=D203 - D202
203,Optimal,0.17,28226,=D204 - D203
204,Optimal,0.25,28638,=D205 - D204
205,Optimal,0.17,29050,=D206 - D205
206,Optimal,0.17,29462,=D207 - D206
207,Optimal,0.17,29874,=D208 - D207
208,Optimal,0.17,30286,=D209 - D208
209,Optimal,0.13,30698,=D210 - D209
210,Optimal,0.27,31110,=D211 - D210
211,Optimal,0.03,31522,=D212 - D211
